relation,sex,age_code,job_type,start_type,start_time_num_6,start_zcode_num,act_num,mode_num,trip_time_num_6,end_type,end_zcode_num,Cluster
1,1,6,1,4.0,140,27.0,1.0,3.0,5,0.0,27.0,7
0,0,11,2,1.0,92,5.0,2.0,2.0,118,1.0,5.0,8
0,0,4,5,0.0,0,37.0,0.0,0.0,85,0.0,37.0,8
2,0,1,0,0.0,82,41.0,1.0,3.0,2,2.0,41.0,9
0,0,6,4,0.0,223,56.0,0.0,1.0,17,0.0,56.0,8
0,1,4,2,1.0,153,27.0,2.0,2.0,78,1.0,27.0,3
0,1,5,4,0.0,95,13.0,1.0,4.0,5,1.0,0.0,3
2,0,5,7,4.0,110,56.0,8.0,2.0,20,4.0,56.0,0
1,1,5,1,0.0,132,4.0,0.0,2.0,33,0.0,4.0,7
4,0,0,0,2.0,165,68.0,1.0,4.0,2,0.0,68.0,1
1,1,7,3,0.0,177,30.0,0.0,1.0,63,0.0,30.0,7
2,0,0,0,4.0,172,3.0,1.0,4.0,4,0.0,5.0,1
0,0,6,5,0.0,85,16.0,1.0,4.0,10,1.0,0.0,8
1,1,6,1,0.0,105,10.0,1.0,5.0,5,4.0,10.0,7
2,1,1,0,0.0,167,30.0,0.0,2.0,21,0.0,30.0,6
0,0,7,4,1.0,90,72.0,2.0,2.0,120,1.0,72.0,4
2,0,0,0,4.0,164,19.0,4.0,2.0,23,4.0,19.0,1
0,0,8,5,1.0,80,23.0,2.0,2.0,140,1.0,23.0,5
2,1,0,0,2.0,82,62.0,3.0,2.0,58,2.0,62.0,2
0,1,6,3,0.0,183,4.0,0.0,1.0,57,0.0,4.0,3
2,0,5,5,0.0,210,10.0,0.0,1.0,30,0.0,10.0,0
2,1,2,0,2.0,163,27.0,1.0,4.0,45,0.0,29.0,6
0,0,12,2,0.0,145,4.0,0.0,1.0,95,0.0,4.0,8
3,0,11,1,4.0,135,44.0,1.0,4.0,5,0.0,60.0,0
0,0,11,4,4.0,183,42.0,1.0,4.0,9,4.0,9.0,8
1,1,5,4,1.0,180,27.0,2.0,2.0,15,1.0,27.0,7
2,0,1,0,2.0,148,37.0,1.0,3.0,5,0.0,37.0,9
0,0,8,3,0.0,80,32.0,1.0,8.0,3,1.0,32.0,5
0,0,7,3,0.0,0,66.0,0.0,0.0,80,0.0,66.0,4
1,1,6,1,4.0,160,13.0,1.0,3.0,3,4.0,12.0,7
1,1,4,5,0.0,190,3.0,0.0,1.0,50,0.0,3.0,7
2,0,0,0,0.0,143,11.0,0.0,2.0,10,0.0,11.0,1
1,1,8,5,1.0,85,60.0,2.0,2.0,45,1.0,60.0,7
1,1,6,1,0.0,110,14.0,1.0,4.0,10,4.0,15.0,7
2,0,1,0,0.0,158,38.0,0.0,1.0,82,0.0,38.0,9
1,1,8,8,0.0,118,29.0,1.0,3.0,2,1.0,29.0,7
0,0,7,5,0.0,200,42.0,0.0,1.0,40,0.0,42.0,4
2,0,1,0,0.0,0,47.0,0.0,0.0,76,0.0,47.0,9
2,1,3,2,4.0,220,4.0,1.0,3.0,15,0.0,4.0,6
2,1,3,8,1.0,180,12.0,1.0,4.0,10,0.0,45.0,6
0,0,4,4,0.0,202,16.0,0.0,1.0,38,0.0,16.0,8
0,0,10,7,0.0,190,16.0,0.0,1.0,50,0.0,16.0,4
0,0,7,3,1.0,210,1.0,1.0,5.0,5,0.0,65.0,4
2,1,1,0,2.0,80,47.0,3.0,2.0,110,2.0,47.0,6
2,1,3,3,1.0,80,19.0,2.0,2.0,100,1.0,19.0,6
0,0,10,5,0.0,75,9.0,1.0,5.0,13,1.0,22.0,8
0,0,5,5,0.0,222,14.0,0.0,1.0,18,0.0,14.0,8
2,0,1,0,0.0,83,43.0,1.0,3.0,2,2.0,43.0,9
1,1,7,1,0.0,0,38.0,0.0,0.0,70,0.0,38.0,7
1,1,12,1,0.0,90,20.0,1.0,4.0,10,4.0,1.0,7
1,1,6,1,0.0,122,31.0,0.0,2.0,40,0.0,31.0,7
1,1,11,4,0.0,0,10.0,0.0,0.0,65,0.0,10.0,7
1,1,6,1,4.0,167,14.0,8.0,2.0,5,4.0,14.0,7
0,0,6,8,0.0,0,29.0,0.0,0.0,90,0.0,29.0,8
0,0,8,8,1.0,89,64.0,2.0,2.0,81,1.0,64.0,5
0,0,10,4,1.0,105,30.0,1.0,5.0,13,4.0,45.0,8
2,1,1,0,4.0,188,51.0,4.0,2.0,44,4.0,51.0,6
2,1,0,0,2.0,87,17.0,3.0,2.0,43,2.0,17.0,2
2,1,1,0,0.0,165,23.0,1.0,7.0,3,4.0,22.0,6
0,0,6,4,1.0,90,26.0,2.0,2.0,110,1.0,26.0,8
0,0,7,4,1.0,180,58.0,1.0,5.0,12,0.0,68.0,4
0,0,6,7,0.0,0,29.0,0.0,0.0,80,0.0,29.0,4
2,0,2,7,1.0,87,29.0,2.0,2.0,103,1.0,29.0,0
2,0,2,0,0.0,0,37.0,0.0,0.0,110,0.0,37.0,1
1,1,10,1,0.0,135,22.0,1.0,6.0,12,4.0,18.0,7
0,0,7,8,1.0,190,20.0,1.0,3.0,2,0.0,20.0,4
2,0,1,0,0.0,168,45.0,1.0,6.0,2,4.0,45.0,9
0,0,6,3,0.0,185,7.0,0.0,1.0,55,0.0,7.0,8
0,0,6,7,1.0,128,74.0,1.0,5.0,2,4.0,74.0,4
2,1,0,0,0.0,135,29.0,0.0,2.0,10,0.0,29.0,2
2,0,0,1,4.0,95,49.0,4.0,2.0,70,4.0,49.0,1
0,1,11,1,0.0,83,68.0,1.0,6.0,15,4.0,18.0,3
1,1,11,3,0.0,92,20.0,1.0,3.0,0,1.0,20.0,7
1,1,6,1,4.0,125,8.0,1.0,3.0,2,4.0,8.0,7
1,1,5,1,0.0,104,4.0,0.0,2.0,6,0.0,4.0,7
0,0,8,4,4.0,162,35.0,1.0,5.0,1,0.0,35.0,5
2,1,0,0,4.0,169,32.0,1.0,3.0,6,0.0,32.0,2
0,0,9,3,0.0,0,51.0,0.0,0.0,88,0.0,51.0,8
2,0,1,0,0.0,80,70.0,1.0,3.0,3,2.0,70.0,9
2,1,3,2,1.0,180,42.0,1.0,4.0,10,0.0,9.0,6
1,1,9,1,0.0,90,47.0,1.0,3.0,5,4.0,47.0,7
2,0,1,0,2.0,185,31.0,1.0,6.0,1,0.0,31.0,9
0,0,6,3,0.0,197,21.0,0.0,1.0,43,0.0,21.0,8
1,1,7,7,0.0,75,46.0,1.0,3.0,2,1.0,46.0,7
2,1,0,0,0.0,138,29.0,0.0,2.0,17,0.0,29.0,2
2,1,0,0,0.0,82,62.0,1.0,4.0,1,2.0,62.0,2
0,1,10,1,4.0,142,35.0,5.0,2.0,38,4.0,35.0,3
0,0,5,5,1.0,205,47.0,1.0,5.0,4,0.0,47.0,8
1,1,5,4,4.0,104,29.0,2.0,2.0,6,4.0,29.0,7
2,1,7,3,0.0,0,53.0,0.0,0.0,90,0.0,53.0,6
2,0,6,7,0.0,0,72.0,0.0,0.0,100,0.0,72.0,0
1,1,8,1,4.0,122,38.0,8.0,2.0,28,4.0,38.0,7
0,0,5,7,1.0,185,29.0,1.0,5.0,5,0.0,29.0,4
1,1,8,1,0.0,173,68.0,0.0,1.0,67,0.0,68.0,7
2,0,0,0,0.0,0,46.0,0.0,0.0,83,0.0,46.0,1
2,1,0,0,0.0,174,16.0,0.0,1.0,66,0.0,16.0,2
0,0,6,4,1.0,87,50.0,2.0,2.0,110,1.0,50.0,8
0,0,4,8,1.0,95,62.0,2.0,2.0,120,1.0,62.0,8
2,0,1,0,2.0,180,22.0,1.0,4.0,3,4.0,22.0,9
0,0,9,4,4.0,145,0.0,1.0,5.0,3,1.0,5.0,8
1,1,9,1,4.0,104,53.0,5.0,2.0,19,4.0,53.0,7
2,0,0,0,0.0,82,49.0,1.0,3.0,2,2.0,49.0,1
2,1,2,0,0.0,120,16.0,1.0,4.0,15,2.0,1.0,6
2,0,3,4,1.0,87,69.0,2.0,2.0,95,1.0,69.0,0
0,0,7,8,0.0,0,32.0,0.0,0.0,80,0.0,32.0,4
0,0,8,5,0.0,215,23.0,0.0,1.0,25,0.0,23.0,5
0,0,6,2,1.0,178,13.0,1.0,4.0,7,4.0,18.0,8
2,1,1,0,0.0,0,38.0,0.0,0.0,77,0.0,38.0,6
0,0,8,4,0.0,0,5.0,0.0,0.0,90,0.0,5.0,5
2,1,0,0,0.0,131,41.0,0.0,2.0,37,0.0,41.0,2
0,0,10,7,1.0,85,45.0,2.0,2.0,135,1.0,45.0,4
0,0,9,3,0.0,73,24.0,1.0,4.0,14,1.0,22.0,8
0,0,6,7,1.0,83,14.0,2.0,2.0,97,1.0,14.0,4
2,1,0,0,0.0,172,24.0,0.0,2.0,15,0.0,24.0,2
1,1,8,3,1.0,92,6.0,2.0,2.0,113,1.0,6.0,7
1,1,11,1,0.0,128,22.0,0.0,1.0,112,0.0,22.0,7
1,1,9,3,0.0,123,30.0,0.0,2.0,12,0.0,30.0,7
2,1,0,0,2.0,85,20.0,3.0,2.0,45,2.0,20.0,2
2,0,0,0,0.0,78,32.0,1.0,3.0,2,2.0,32.0,1
2,0,0,0,4.0,155,41.0,4.0,2.0,17,4.0,41.0,1
1,1,6,1,0.0,167,59.0,0.0,1.0,73,0.0,59.0,7
1,1,10,7,0.0,0,7.0,0.0,0.0,44,0.0,7.0,7
1,1,7,2,4.0,140,58.0,6.0,2.0,30,4.0,58.0,7
0,0,11,3,4.0,172,65.0,1.0,5.0,18,0.0,20.0,8
1,1,6,7,0.0,0,31.0,0.0,0.0,82,0.0,31.0,7
2,0,0,0,2.0,130,39.0,1.0,3.0,2,4.0,39.0,1
1,1,6,8,1.0,210,72.0,1.0,5.0,2,0.0,72.0,7
2,0,0,0,2.0,143,21.0,1.0,3.0,7,0.0,21.0,1
2,1,1,0,0.0,0,41.0,0.0,0.0,78,0.0,41.0,6
2,1,0,0,4.0,180,7.0,4.0,2.0,10,4.0,7.0,2
2,1,2,0,0.0,70,8.0,1.0,6.0,10,2.0,7.0,6
0,0,7,5,1.0,190,22.0,1.0,4.0,10,0.0,9.0,4
2,0,2,7,0.0,190,46.0,0.0,1.0,50,0.0,46.0,0
2,0,1,0,2.0,165,5.0,1.0,4.0,7,0.0,7.0,9
2,0,1,0,0.0,172,12.0,1.0,4.0,3,4.0,13.0,9
2,1,1,0,2.0,212,45.0,1.0,3.0,5,0.0,45.0,6
0,0,12,2,4.0,106,57.0,5.0,2.0,44,4.0,57.0,8
2,0,4,2,4.0,105,63.0,8.0,2.0,35,4.0,63.0,0
1,1,11,1,0.0,110,58.0,1.0,3.0,2,4.0,58.0,7
2,0,4,0,0.0,215,20.0,0.0,1.0,25,0.0,20.0,1
2,1,0,0,2.0,83,56.0,3.0,2.0,67,2.0,56.0,2
0,0,3,5,1.0,180,57.0,1.0,5.0,5,0.0,57.0,8
0,0,7,4,1.0,87,2.0,2.0,2.0,98,1.0,2.0,4
4,1,2,0,2.0,92,31.0,3.0,2.0,98,2.0,31.0,6
2,1,0,0,0.0,168,60.0,0.0,2.0,14,0.0,60.0,2
2,0,0,0,2.0,145,36.0,1.0,3.0,3,0.0,36.0,1
2,1,4,8,1.0,185,51.0,1.0,4.0,7,0.0,51.0,6
0,0,9,2,0.0,182,36.0,0.0,1.0,58,0.0,36.0,8
2,0,0,0,2.0,146,44.0,1.0,3.0,2,0.0,44.0,1
1,1,5,2,0.0,138,40.0,0.0,2.0,24,0.0,40.0,7
1,1,9,3,1.0,105,16.0,2.0,2.0,115,1.0,16.0,7
2,0,4,3,0.0,0,20.0,0.0,0.0,75,0.0,20.0,0
2,0,1,0,0.0,0,47.0,0.0,0.0,77,0.0,47.0,9
2,0,2,0,2.0,93,69.0,3.0,2.0,52,2.0,69.0,1
0,1,5,5,1.0,183,21.0,1.0,4.0,9,0.0,18.0,3
2,1,1,0,2.0,177,32.0,1.0,3.0,3,0.0,32.0,6
1,1,11,6,4.0,75,70.0,8.0,2.0,45,4.0,70.0,7
0,1,9,8,1.0,200,32.0,1.0,3.0,0,0.0,30.0,3
2,0,1,0,0.0,223,17.0,0.0,1.0,17,0.0,17.0,9
2,1,0,0,4.0,178,12.0,4.0,2.0,14,4.0,12.0,2
0,0,8,2,1.0,200,29.0,1.0,5.0,7,0.0,58.0,5
0,0,6,4,1.0,100,9.0,1.0,5.0,5,4.0,2.0,8
1,1,4,1,0.0,172,23.0,0.0,1.0,68,0.0,23.0,7
1,1,7,1,0.0,90,4.0,1.0,3.0,3,4.0,4.0,7
2,0,0,0,0.0,0,32.0,0.0,0.0,83,0.0,32.0,1
2,1,0,0,2.0,82,2.0,3.0,2.0,66,2.0,2.0,2
0,0,6,2,1.0,140,23.0,1.0,5.0,5,4.0,23.0,8
0,0,8,2,0.0,71,65.0,1.0,5.0,9,1.0,53.0,5
0,0,5,5,1.0,180,27.0,1.0,5.0,5,0.0,27.0,8
2,0,4,5,0.0,210,63.0,0.0,1.0,30,0.0,63.0,0
0,0,7,4,0.0,0,7.0,0.0,0.0,90,0.0,7.0,4
2,1,0,0,0.0,0,16.0,0.0,0.0,83,0.0,16.0,2
0,0,7,5,0.0,0,21.0,0.0,0.0,80,0.0,21.0,4
1,1,7,1,0.0,70,12.0,1.0,3.0,5,4.0,12.0,7
0,0,9,6,1.0,180,67.0,1.0,5.0,2,0.0,67.0,8
0,0,6,5,1.0,193,23.0,1.0,7.0,5,0.0,24.0,8
2,1,1,0,0.0,0,21.0,0.0,0.0,80,0.0,21.0,6
2,1,1,0,2.0,82,22.0,3.0,2.0,86,2.0,22.0,6
2,1,0,0,0.0,132,69.0,0.0,1.0,108,0.0,69.0,2
2,1,2,0,0.0,0,56.0,0.0,0.0,80,0.0,56.0,6
0,0,10,5,0.0,0,36.0,0.0,0.0,65,0.0,36.0,8
2,0,1,0,0.0,210,4.0,0.0,1.0,30,0.0,4.0,9
1,1,10,1,0.0,155,4.0,0.0,1.0,85,0.0,4.0,7
0,0,6,5,1.0,100,22.0,2.0,2.0,90,1.0,22.0,8
2,0,1,0,0.0,73,42.0,1.0,4.0,5,2.0,42.0,9
2,0,4,5,0.0,0,21.0,0.0,0.0,75,0.0,21.0,0
0,0,6,5,0.0,215,42.0,0.0,1.0,25,0.0,42.0,8
1,1,5,1,4.0,185,11.0,1.0,4.0,7,0.0,13.0,7
2,1,0,0,2.0,153,50.0,1.0,3.0,2,0.0,50.0,2
2,1,4,4,1.0,80,41.0,2.0,2.0,120,1.0,41.0,6
0,0,11,5,1.0,88,22.0,2.0,2.0,15,1.0,22.0,8
0,0,6,3,0.0,215,57.0,0.0,1.0,25,0.0,57.0,8
0,1,10,1,4.0,120,71.0,5.0,2.0,40,4.0,71.0,3
0,0,11,3,1.0,60,56.0,2.0,2.0,117,1.0,56.0,8
0,0,6,8,1.0,80,28.0,2.0,2.0,102,1.0,28.0,8
0,0,6,8,0.0,0,20.0,0.0,0.0,68,0.0,20.0,8
1,1,9,1,0.0,173,49.0,0.0,1.0,67,0.0,49.0,7
1,1,4,2,1.0,182,49.0,1.0,5.0,4,0.0,49.0,7
2,1,3,2,0.0,200,62.0,0.0,1.0,40,0.0,62.0,6
2,1,2,0,2.0,78,10.0,3.0,2.0,122,2.0,10.0,6
0,0,10,7,1.0,170,46.0,1.0,4.0,5,0.0,16.0,4
0,0,9,4,4.0,130,64.0,2.0,2.0,10,4.0,64.0,8
0,0,4,5,0.0,0,24.0,0.0,0.0,75,0.0,24.0,8
0,0,7,7,0.0,80,20.0,1.0,5.0,2,1.0,20.0,4
0,0,7,5,4.0,90,22.0,1.0,8.0,5,1.0,18.0,4
0,0,6,7,1.0,87,47.0,2.0,2.0,93,1.0,47.0,4
2,1,6,5,4.0,185,12.0,8.0,2.0,18,4.0,12.0,6
0,0,7,7,0.0,105,18.0,1.0,4.0,17,4.0,45.0,4
1,1,9,3,0.0,73,1.0,1.0,3.0,5,1.0,1.0,7
2,0,1,0,0.0,187,4.0,0.0,2.0,3,0.0,4.0,9
2,0,1,0,0.0,0,31.0,0.0,0.0,75,0.0,31.0,9
1,1,10,1,4.0,125,44.0,1.0,3.0,5,0.0,44.0,7
2,0,1,0,0.0,0,12.0,0.0,0.0,80,0.0,12.0,9
0,0,8,4,1.0,218,45.0,1.0,5.0,7,0.0,31.0,5
1,1,5,1,0.0,192,20.0,0.0,1.0,48,0.0,20.0,7
2,1,0,0,0.0,0,19.0,0.0,0.0,154,0.0,19.0,2
0,0,4,5,1.0,92,0.0,2.0,2.0,98,1.0,0.0,8
2,0,0,0,2.0,150,53.0,1.0,3.0,5,0.0,53.0,1
0,0,6,5,1.0,78,17.0,2.0,2.0,112,1.0,17.0,8
1,1,5,3,0.0,153,15.0,0.0,2.0,22,0.0,15.0,7
0,0,9,3,0.0,0,33.0,0.0,0.0,55,0.0,33.0,8
2,0,0,0,0.0,83,21.0,1.0,3.0,2,2.0,21.0,1
2,0,1,0,0.0,0,10.0,0.0,0.0,73,0.0,10.0,9
2,0,0,0,0.0,82,44.0,1.0,3.0,0,2.0,44.0,1
2,0,0,0,2.0,86,41.0,3.0,2.0,76,2.0,41.0,1
0,0,6,3,0.0,202,69.0,0.0,1.0,38,0.0,69.0,8
0,0,8,4,4.0,195,38.0,1.0,5.0,8,0.0,54.0,5
0,0,5,5,0.0,215,69.0,0.0,1.0,25,0.0,69.0,8
0,1,11,1,4.0,142,45.0,8.0,2.0,33,4.0,45.0,3
0,1,10,1,0.0,92,16.0,1.0,4.0,3,4.0,18.0,3
2,0,1,0,2.0,79,6.0,3.0,2.0,76,2.0,6.0,9
2,1,4,5,4.0,200,48.0,8.0,2.0,20,4.0,48.0,6
2,0,3,0,0.0,193,7.0,0.0,1.0,47,0.0,7.0,1
1,1,4,8,1.0,87,1.0,2.0,2.0,123,1.0,1.0,7
2,1,2,2,1.0,53,44.0,2.0,2.0,177,1.0,44.0,6
0,0,11,7,0.0,0,6.0,0.0,0.0,95,0.0,6.0,4
0,0,12,1,4.0,72,45.0,8.0,2.0,108,4.0,45.0,8
0,0,5,2,1.0,85,16.0,2.0,2.0,103,1.0,16.0,8
2,1,2,0,0.0,197,27.0,0.0,1.0,43,0.0,27.0,6
0,0,4,2,1.0,220,50.0,1.0,4.0,10,0.0,49.0,8
2,0,0,0,2.0,87,10.0,3.0,2.0,60,2.0,10.0,1
2,1,0,0,2.0,140,22.0,1.0,3.0,3,0.0,22.0,2
2,1,3,5,0.0,60,22.0,1.0,5.0,10,1.0,30.0,6
0,0,6,3,4.0,153,1.0,2.0,2.0,9,4.0,1.0,8
2,0,1,0,2.0,79,41.0,3.0,2.0,89,2.0,41.0,9
0,0,6,3,1.0,195,29.0,1.0,5.0,7,0.0,29.0,8
0,0,12,1,4.0,98,21.0,8.0,2.0,12,4.0,21.0,8
0,0,6,5,0.0,0,50.0,0.0,0.0,60,0.0,50.0,8
2,0,2,0,4.0,155,72.0,5.0,2.0,62,4.0,72.0,1
2,0,5,5,1.0,182,23.0,1.0,4.0,8,0.0,5.0,0
1,0,5,5,1.0,85,32.0,2.0,2.0,106,1.0,32.0,0
1,1,6,2,0.0,180,30.0,0.0,1.0,60,0.0,30.0,7
2,0,6,2,1.0,220,1.0,1.0,4.0,19,0.0,26.0,0
1,1,6,7,1.0,202,47.0,1.0,3.0,3,0.0,47.0,7
2,0,1,0,0.0,73,30.0,1.0,3.0,7,2.0,30.0,9
1,1,6,1,0.0,158,56.0,0.0,1.0,82,0.0,56.0,7
2,1,0,0,0.0,0,28.0,0.0,0.0,82,0.0,28.0,2
0,0,7,5,0.0,220,11.0,0.0,1.0,20,0.0,11.0,4
0,0,12,1,0.0,110,30.0,1.0,8.0,5,4.0,30.0,8
1,1,5,1,4.0,153,31.0,1.0,3.0,2,0.0,31.0,7
1,1,5,1,0.0,78,17.0,1.0,5.0,7,4.0,18.0,7
2,0,1,0,0.0,180,53.0,0.0,1.0,60,0.0,53.0,9
1,1,6,1,4.0,115,52.0,6.0,2.0,30,4.0,52.0,7
0,0,5,5,1.0,80,22.0,2.0,2.0,60,1.0,22.0,8
2,0,0,0,0.0,211,23.0,0.0,1.0,29,0.0,23.0,1
2,1,1,0,2.0,170,65.0,1.0,4.0,10,0.0,65.0,6
0,0,9,1,4.0,152,1.0,6.0,2.0,11,4.0,1.0,8
2,0,3,5,0.0,0,2.0,0.0,0.0,70,0.0,2.0,0
0,0,12,1,4.0,80,20.0,1.0,3.0,2,0.0,20.0,8
0,1,5,2,1.0,185,6.0,1.0,5.0,3,0.0,6.0,3
2,1,0,0,0.0,0,42.0,0.0,0.0,80,0.0,42.0,2
1,1,5,5,0.0,83,53.0,1.0,4.0,5,1.0,53.0,7
0,0,9,8,4.0,152,31.0,8.0,2.0,13,4.0,31.0,8
2,1,2,0,0.0,90,65.0,1.0,5.0,15,2.0,67.0,6
0,0,9,8,0.0,222,16.0,0.0,1.0,18,0.0,16.0,8
0,0,6,3,1.0,60,3.0,2.0,2.0,105,1.0,3.0,8
0,1,6,5,1.0,100,1.0,2.0,2.0,100,1.0,1.0,3
0,0,5,2,1.0,82,47.0,2.0,2.0,83,1.0,47.0,8
1,1,4,2,4.0,188,12.0,7.0,5.0,3,0.0,12.0,7
1,1,6,1,4.0,91,53.0,4.0,2.0,19,4.0,53.0,7
0,0,11,1,0.0,120,45.0,1.0,3.0,2,4.0,45.0,8
2,0,0,0,0.0,162,16.0,0.0,1.0,78,0.0,16.0,1
0,0,10,3,0.0,103,52.0,0.0,2.0,2,0.0,52.0,8
0,0,8,8,1.0,120,5.0,1.0,3.0,2,0.0,5.0,5
1,1,8,8,4.0,195,46.0,8.0,2.0,5,4.0,46.0,7
1,1,6,1,4.0,150,51.0,8.0,2.0,1,4.0,51.0,7
0,0,10,1,0.0,210,35.0,0.0,1.0,30,0.0,35.0,8
0,1,6,4,4.0,97,49.0,1.0,5.0,5,1.0,58.0,3
0,0,6,7,4.0,84,49.0,1.0,5.0,7,0.0,49.0,4
1,1,3,3,0.0,0,68.0,0.0,0.0,93,0.0,68.0,7
1,1,5,1,0.0,91,14.0,1.0,6.0,1,4.0,14.0,7
0,0,11,7,1.0,90,31.0,2.0,2.0,75,1.0,31.0,4
2,1,5,4,1.0,70,30.0,2.0,2.0,110,1.0,30.0,6
2,0,3,2,1.0,45,18.0,2.0,2.0,65,1.0,18.0,0
2,0,1,0,2.0,220,69.0,1.0,3.0,4,0.0,69.0,9
2,1,4,2,4.0,190,17.0,1.0,5.0,3,0.0,17.0,6
2,1,1,0,0.0,82,30.0,1.0,3.0,1,2.0,30.0,6
1,1,5,3,1.0,185,38.0,1.0,5.0,5,0.0,38.0,7
0,0,6,7,1.0,85,1.0,2.0,2.0,95,1.0,1.0,4
2,1,0,0,2.0,153,56.0,1.0,3.0,4,0.0,56.0,2
0,0,7,7,1.0,85,68.0,2.0,2.0,110,1.0,68.0,4
0,1,6,3,0.0,78,46.0,1.0,6.0,4,1.0,46.0,3
1,1,6,1,4.0,120,41.0,1.0,5.0,3,4.0,41.0,7
0,1,12,1,4.0,95,19.0,1.0,3.0,2,0.0,19.0,3
2,1,0,0,0.0,86,20.0,1.0,3.0,2,2.0,20.0,2
0,1,6,8,0.0,92,19.0,1.0,3.0,3,4.0,19.0,3
0,0,3,3,0.0,190,24.0,0.0,1.0,50,0.0,24.0,8
2,0,3,3,1.0,83,50.0,2.0,2.0,97,1.0,50.0,0
0,0,5,5,0.0,65,63.0,1.0,4.0,12,1.0,22.0,8
1,1,11,1,0.0,140,11.0,0.0,1.0,100,0.0,11.0,7
0,0,7,7,4.0,190,16.0,2.0,2.0,35,4.0,16.0,4
0,0,8,8,1.0,190,16.0,1.0,5.0,3,0.0,20.0,5
2,1,0,1,2.0,85,53.0,3.0,2.0,75,2.0,53.0,2
2,1,1,0,0.0,160,10.0,0.0,2.0,20,0.0,10.0,6
1,1,8,1,0.0,0,8.0,0.0,0.0,110,0.0,8.0,7
0,0,8,3,1.0,195,5.0,1.0,4.0,10,3.0,12.0,5
1,1,5,1,4.0,195,16.0,8.0,2.0,38,4.0,16.0,7
2,1,1,0,4.0,152,13.0,1.0,3.0,1,0.0,13.0,6
2,0,0,0,2.0,80,0.0,3.0,2.0,50,2.0,0.0,1
2,1,3,4,0.0,226,49.0,0.0,1.0,14,0.0,49.0,6
1,1,3,1,0.0,0,31.0,0.0,0.0,100,0.0,31.0,7
2,0,0,0,0.0,127,13.0,0.0,1.0,113,0.0,13.0,1
2,0,0,0,2.0,150,69.0,1.0,3.0,2,0.0,69.0,1
0,1,4,3,0.0,82,22.0,1.0,3.0,1,1.0,22.0,3
2,0,3,5,1.0,83,36.0,2.0,2.0,77,1.0,36.0,0
2,0,3,4,1.0,170,20.0,1.0,7.0,3,0.0,20.0,0
0,0,7,7,0.0,210,11.0,0.0,1.0,30,0.0,11.0,4
2,1,0,1,4.0,123,56.0,4.0,2.0,39,4.0,56.0,2
2,1,1,0,0.0,0,45.0,0.0,0.0,80,0.0,45.0,6
0,0,9,5,1.0,93,67.0,2.0,2.0,24,1.0,67.0,8
0,0,5,5,1.0,83,56.0,2.0,2.0,107,1.0,56.0,8
0,1,5,7,0.0,188,32.0,0.0,1.0,52,0.0,32.0,3
2,1,5,5,1.0,90,4.0,2.0,2.0,100,1.0,4.0,6
2,0,0,0,2.0,87,55.0,3.0,2.0,93,2.0,55.0,1
0,0,10,6,0.0,98,47.0,1.0,6.0,2,4.0,47.0,8
0,0,7,8,1.0,180,18.0,1.0,5.0,5,0.0,14.0,4
1,1,10,1,4.0,125,65.0,1.0,6.0,5,0.0,65.0,7
0,0,6,5,0.0,193,60.0,0.0,1.0,47,0.0,60.0,8
2,0,0,0,4.0,154,41.0,4.0,2.0,32,4.0,41.0,1
0,0,7,3,1.0,162,11.0,1.0,8.0,1,0.0,11.0,4
2,1,1,0,2.0,82,41.0,3.0,2.0,76,2.0,41.0,6
2,0,6,3,1.0,87,1.0,2.0,2.0,120,1.0,1.0,0
1,1,10,1,0.0,0,12.0,0.0,0.0,110,0.0,12.0,7
0,0,11,6,0.0,105,66.0,0.0,1.0,135,0.0,66.0,8
2,1,1,0,4.0,205,19.0,1.0,3.0,2,0.0,19.0,6
1,1,5,3,1.0,91,72.0,2.0,2.0,132,1.0,72.0,7
1,1,6,1,4.0,113,23.0,6.0,2.0,27,4.0,23.0,7
